	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
2V62_CK1	48.447	48.6092	40.0898	45.2952	11.9024	46.3484	41.3465	47.167	21.9618	32.3773	36.2189	46.1284	33.3196	35.8866	39.2377	43.1341	39.1449	41.8245	43.307	41.8288	42.4845	42.8676	39.5082	37.9958	47.4726	39.9789	38.5028	44.0816	37.9435	35.2837	31.7661	37.2613	43.9206	42.6068	39.2975	43.6041	47.3857	47.0929	47.7041	45.3203	44.4827	46.5467	44.0936	47.9205	47.2188	52.4929	48.9125	67.2276	100.0	39.5533	45.0071	45.4856	46.3263	43.9154	45.3094	46.1656	44.153	46.2014	44.5091	42.73	47.0171	45.0944	43.3866	43.5499	42.7614	42.9493	44.6414	43.8766	37.9945	38.2661	37.912	42.8458	37.0159	44.4447	36.4847	31.4404	46.9911	44.213	47.8999	39.4901	42.2976	43.8216	41.8311	42.0767	43.0031	42.7605	41.785	38.5582	38.1172	43.2712	29.07	35.9166	29.2581	40.259	48.0548	42.8472	42.2752	37.4572	42.6839	44.7057	37.5768	43.6446	35.9185	37.7678	44.9293	43.7632	46.0519	32.618	35.6084	42.2331	40.5404	46.1816	40.2703	43.1278	34.9908	48.4914	45.8016	35.1139	42.0627	40.1329	40.7225	36.6399	40.1564	39.1675	35.7314	40.3707	40.6864	43.0894	43.0527	43.7606	44.6442	44.1262	44.3423	40.0792	
1BI7_CMGC	37.1863	37.2743	44.0396	42.6434	7.9945	40.4063	38.4648	43.683	14.8649	25.2648	28.1853	37.5929	28.0097	27.1131	42.5137	42.5231	39.8621	40.5876	39.8185	40.0912	41.7548	36.4096	35.9834	42.4987	41.1473	41.1351	39.2789	39.2223	42.6167	41.1683	38.7969	37.8829	38.7373	38.1181	44.0138	43.1489	38.5803	42.7886	43.0104	42.5907	40.9659	38.6267	40.066	38.5523	37.905	37.2122	40.7127	38.651	39.5533	100.0	40.8685	35.0844	34.8431	31.8513	45.1555	47.624	39.1802	35.7602	42.9158	36.8771	36.1754	33.7274	37.5224	38.9035	33.9366	42.4104	37.0626	36.4622	41.0307	40.844	41.677	39.5592	36.6868	42.2166	31.7963	34.0591	41.3733	39.7379	42.9863	44.345	46.5676	39.2459	38.8679	41.998	45.3389	40.1347	39.2797	36.5199	39.7289	43.8722	20.6727	40.1773	20.7268	39.0197	42.0618	41.7874	42.745	39.5435	42.9936	43.0408	35.6467	38.9508	40.0954	39.3965	41.3811	43.4684	39.9694	37.7118	43.1065	43.9141	41.3548	40.2562	38.6773	43.1565	37.0974	42.0409	43.7104	39.7043	41.8583	41.8725	42.518	29.7442	39.4061	39.9072	38.3811	41.543	41.5978	40.2162	39.949	40.6872	40.8077	42.7497	39.5153	41.8074	
1CM8_CMGC	47.5177	47.2751	41.8317	42.5659	14.1393	51.2371	39.1403	48.724	26.0961	41.0103	43.8277	47.7681	42.2851	42.974	36.0986	43.0531	35.9217	40.0999	39.0313	38.4782	40.3248	45.1428	43.0941	35.3038	48.755	39.7324	37.0327	42.9261	36.2908	31.5856	28.2315	36.8415	38.4226	39.188	42.9035	42.1677	50.0118	48.0997	47.2739	44.159	45.8746	40.6951	43.3334	43.375	42.8363	46.8982	44.1959	44.413	45.0071	40.8685	100.0	50.5677	46.479	46.563	40.621	47.0353	46.8603	51.0475	41.1958	47.1314	47.4116	48.6663	53.2113	48.1076	46.7956	46.2692	53.8332	48.1663	34.6865	35.6139	34.8668	41.0372	34.2905	43.3596	28.8631	28.3326	44.2723	39.7985	48.4702	41.0216	45.6164	37.1491	35.8161	41.2502	45.4338	43.9566	44.4453	33.5149	35.7814	44.0467	35.7197	32.9383	35.735	40.8794	46.9798	44.2597	45.5027	34.5337	44.6625	44.2416	35.3135	45.163	32.8778	37.2796	42.038	44.3205	41.4851	29.8951	36.0574	41.5317	37.6234	40.2085	37.0739	40.5592	31.9124	46.4052	43.9381	33.8299	41.8165	40.8919	41.1325	41.0151	37.0395	39.4071	31.793	36.4908	36.3574	40.619	40.8651	42.2171	44.2669	44.5387	46.5237	40.4263	
2ZOQ_CMGC	47.0615	46.9686	35.0737	40.5405	17.1781	47.8101	35.9988	46.3011	30.2775	41.4617	45.2088	45.6234	43.5012	48.4767	30.926	38.0253	34.1539	38.0106	36.249	35.3196	38.6762	46.5037	44.0247	33.8799	43.3681	38.0301	35.481	40.1014	31.8148	26.9065	25.8158	35.1402	38.2622	37.4771	39.9577	38.4251	50.7501	45.7717	44.9121	40.383	41.6305	41.1672	41.9114	43.5832	42.4079	49.0188	44.1286	45.5385	45.4856	35.0844	50.5677	100.0	62.1069	62.3595	38.6794	43.6402	51.7126	54.2596	40.7423	46.9197	49.2365	51.555	56.2279	51.0356	49.1799	45.905	51.8372	49.5764	31.2038	32.2586	31.8497	40.6619	31.9067	43.443	30.5821	25.7043	44.3227	39.1625	45.9402	35.8457	39.8287	35.874	33.3966	35.9379	42.7839	42.1221	40.323	31.5749	33.6941	38.2203	40.758	27.0355	39.6851	35.1457	45.0376	37.4779	40.1675	30.4421	39.9998	40.4551	33.9951	43.0142	30.4487	32.6943	40.3014	41.8798	39.5627	25.9302	30.1582	37.5616	37.3315	39.7198	32.7425	38.4009	29.4726	44.9728	38.0307	29.3556	38.5413	35.713	36.5518	43.631	34.5566	35.7264	29.0794	33.2645	34.3854	38.466	38.7303	39.8616	41.6406	40.2856	46.2352	36.3728	
4ZZN_CMGC	46.208	46.3751	35.1434	41.1078	15.1999	45.9237	37.3731	45.2082	26.7048	38.5897	42.7456	44.0324	38.1678	44.4713	32.1168	38.1476	36.1603	39.7154	38.1498	37.2085	39.1269	45.1507	41.6607	33.8612	43.5538	38.1338	34.9283	40.5424	33.1811	27.8089	26.7858	36.2459	39.0031	38.8806	38.6076	38.6993	49.6527	45.3198	44.6119	40.5898	40.4846	41.9829	42.1601	43.8695	42.7614	49.6616	41.8889	46.2636	46.3263	34.8431	46.479	62.1069	100.0	69.1775	40.528	43.6946	47.9609	52.8229	42.2028	47.2003	49.3917	50.6951	54.4347	49.8202	47.6935	46.471	47.6365	49.5591	32.513	32.3281	32.6336	40.8699	33.3312	43.3753	32.8915	27.6428	43.7801	39.3027	45.079	36.275	38.0977	37.3488	34.9039	36.6611	41.1902	43.2959	40.6078	33.3692	34.4569	38.8551	35.9512	28.0134	34.4003	35.0624	45.354	37.7447	38.3151	30.8833	38.1257	40.5863	34.5752	42.2795	31.4969	33.2848	41.0212	41.8654	39.1333	26.1732	30.7239	38.0687	35.9866	40.4164	33.8231	38.952	30.4677	44.186	37.6878	30.7317	38.7454	35.7552	37.2621	39.1084	35.8196	36.0361	30.291	34.11	35.3369	38.2095	38.415	40.2781	41.6625	39.2661	45.9442	36.3039	
1ERK_CMGC	45.3305	45.4619	32.27	38.0501	17.8204	44.4766	34.5992	42.986	31.1179	42.5529	46.6006	43.6901	41.9266	48.3427	28.9914	35.4885	32.7836	36.8885	34.824	33.789	35.8762	43.7759	40.2133	30.8997	40.7521	35.0038	33.2386	37.6959	29.8785	24.9947	24.2043	32.8704	35.8782	36.2625	36.2675	35.6293	48.0531	43.1007	42.2412	38.0474	39.2649	39.261	39.164	41.1895	40.1428	49.156	40.7467	44.215	43.9154	31.8513	46.563	62.3595	69.1775	100.0	36.9589	40.5288	47.6365	52.7145	38.798	46.5068	47.8925	51.2611	54.6155	48.9827	47.8445	42.8477	48.7431	48.2063	29.046	29.5998	29.5013	38.6329	29.8405	40.6903	29.2097	24.4178	41.4919	36.8204	43.0443	33.4352	35.5285	34.0762	31.6677	33.7368	38.5774	40.3004	38.2297	29.8107	31.2485	35.7516	41.1144	25.3469	39.2095	32.6305	42.9305	35.1117	36.7067	28.0069	36.7242	37.6839	32.6605	40.6668	28.3386	30.5486	38.5897	39.384	37.1692	23.8191	27.922	35.3807	34.2338	37.019	30.794	35.7297	27.6152	42.4477	35.2076	27.5374	36.1211	33.3979	34.0352	41.7419	32.6357	32.9621	27.0162	30.7561	31.8552	36.3067	36.5301	37.3987	39.1474	37.3353	44.4165	33.8093	
1H4L_CMGC	40.0077	40.3928	43.1884	45.9524	8.77	41.2404	41.4219	43.3388	16.5197	26.8635	29.6905	38.664	27.6274	28.6745	42.7368	43.228	39.8025	41.1089	44.3705	43.8843	43.2194	38.137	36.3599	39.4064	43.9021	40.4496	37.7053	43.0791	40.5339	39.0035	36.6679	38.3737	41.4661	40.9175	41.5514	43.4572	41.5012	45.0276	45.407	43.9751	41.8436	41.7051	42.0739	42.5534	42.23	41.7821	44.3547	44.5129	45.3094	45.1555	40.621	38.6794	40.528	36.9589	100.0	49.7803	41.2103	38.8438	47.1757	39.5356	39.6787	38.0544	39.2636	40.1933	37.5092	43.8031	38.0623	37.918	41.8668	40.1844	40.5348	40.6927	38.1959	45.6361	33.5378	35.1199	42.6726	40.9545	44.4551	42.2632	42.0392	40.982	39.7495	41.7812	41.5763	43.6954	42.0365	39.2863	38.7154	44.8591	22.0055	40.7477	22.3653	39.9217	45.6195	44.1792	41.4881	38.6916	39.7659	42.9853	38.9554	39.6445	39.9869	38.9326	46.2956	44.1299	42.6562	35.6161	40.7841	45.7005	41.2173	42.2759	41.0837	42.6538	36.7018	44.4265	44.7723	40.0891	41.6258	39.9592	42.2022	30.9405	41.6142	40.8877	37.4073	40.7543	40.6787	40.9347	40.763	42.5636	42.5083	42.8178	41.9043	41.491	
1HCK_CMGC	45.9707	46.4126	45.4942	48.9724	10.2983	49.2462	42.3636	46.7573	19.1629	30.2307	33.5229	43.4866	32.7891	32.803	43.9481	48.5417	40.1915	42.3225	43.3481	42.7704	45.8302	41.7096	42.3649	41.9741	46.0031	44.5142	37.995	43.4359	42.837	37.6627	37.0308	40.6431	43.346	41.6932	45.001	45.5848	45.194	48.3583	49.4967	46.6471	47.2874	42.8872	47.0727	45.6484	45.6783	44.463	46.9663	45.8727	46.1656	47.624	47.0353	43.6402	43.6946	40.5288	49.7803	100.0	46.2154	43.1537	49.985	43.3491	42.3625	43.086	44.9454	45.1094	41.5586	47.9368	44.0772	42.9534	42.0152	41.4888	41.3727	42.0867	37.9156	49.1998	33.0913	33.7553	47.0163	44.072	48.6194	45.3515	45.812	43.2522	41.8134	43.36	47.0202	45.3613	46.177	40.6042	42.2699	46.3623	26.0325	38.6244	25.9739	41.9243	46.5249	44.9032	45.6782	38.5041	45.3918	46.7347	38.1434	43.8795	39.2677	40.7759	47.6875	48.3906	43.9664	35.0804	41.6233	46.8816	41.1136	42.5814	41.8105	44.4204	36.4076	48.0738	46.9303	38.9001	44.8116	42.2847	45.1568	34.3228	41.6635	43.582	37.7014	42.5867	42.6098	44.8018	44.6556	45.1486	45.7145	46.7732	46.5148	44.5236	
1I09_CMGC	43.9033	43.8238	35.3502	40.4834	15.0152	44.0204	32.4721	44.7612	27.7203	39.0274	41.0946	42.3717	41.989	43.0209	31.1434	36.0181	33.0571	36.2201	35.7492	35.1379	37.6739	41.7915	40.854	35.1982	41.9016	36.3213	35.6233	38.5243	32.1714	28.5776	28.0952	32.8921	37.44	36.3799	38.7217	37.756	44.8302	44.1592	43.2605	39.6743	43.1551	39.7563	40.9472	41.5128	40.6008	45.118	46.9321	44.4547	44.153	39.1802	46.8603	51.7126	47.9609	47.6365	41.2103	46.2154	100.0	49.1486	41.0012	41.4317	44.3525	45.3123	50.3637	46.5894	43.1398	42.3759	46.6478	45.9199	31.7994	34.0536	32.5237	37.4181	30.9652	44.6738	28.4358	25.6631	43.6405	38.3354	44.1167	37.9565	41.6618	34.8504	32.4875	35.132	44.1396	39.4264	37.2741	30.1562	33.3453	37.8735	36.139	29.0048	37.5075	34.2453	44.7485	36.8229	41.2424	30.7654	41.3852	39.6413	34.8843	41.1192	31.6657	32.4108	40.9305	42.8308	40.8539	27.3911	31.1147	38.2963	40.2474	37.1602	32.089	39.7095	29.8848	45.699	38.1943	29.5413	38.0186	36.0978	36.2148	42.3386	35.1347	35.1334	29.0915	33.7866	34.3897	39.894	39.9494	38.0649	39.4128	38.9438	42.1912	35.6195	
1JNK_CMGC	46.031	46.1661	34.4632	38.3684	16.468	44.2048	36.0948	47.2393	29.4083	43.1602	48.6034	47.7164	41.7076	47.5965	30.4599	36.7976	34.4402	39.0315	37.9688	37.1411	37.4274	46.9757	42.8404	33.4448	45.7812	36.2902	36.7322	41.1662	33.5759	27.9919	25.7187	34.3403	38.3383	38.9036	38.365	39.2987	49.1837	45.9673	44.209	41.182	43.8769	39.6337	38.2041	40.7228	39.1659	47.5276	42.848	46.0578	46.2014	35.7602	51.0475	54.2596	52.8229	52.7145	38.8438	43.1537	49.1486	100.0	38.6185	47.105	58.4461	50.4903	54.334	48.0288	47.2513	43.9713	52.4447	50.3653	30.2067	31.1761	33.009	39.6919	31.6378	41.7947	32.0969	26.7355	46.1068	42.0989	47.7254	39.4095	42.6938	35.6094	33.3787	37.8729	45.1018	42.2892	41.0584	30.8629	34.4896	40.6082	40.133	29.3652	38.4627	36.5315	44.7031	39.8744	42.1678	32.0269	40.3112	42.2294	35.6999	45.2417	31.3353	34.5507	40.6085	43.9795	41.1481	27.4692	30.3568	37.2388	36.1308	40.5106	33.6547	40.7191	31.961	45.7506	39.6308	30.4555	40.2625	38.1474	39.2024	42.8243	36.8981	34.7942	29.9163	35.3871	35.2522	41.5349	41.8894	40.5281	42.7174	39.9838	46.3021	36.9825	
1UA2_CMGC	42.8947	43.2585	43.2432	44.7142	9.3729	43.9602	43.5537	44.6902	17.1623	27.1042	30.3878	40.0378	29.6263	30.155	42.7449	45.4205	38.7655	39.6079	42.0474	41.185	43.1682	38.186	37.2413	40.4596	40.8204	40.9196	35.1815	38.807	40.4683	35.4486	38.033	37.9488	40.3656	38.457	42.0221	43.5994	41.3609	43.7995	46.392	42.659	41.1111	42.7214	44.5053	45.1113	44.5267	42.6621	44.9339	44.4125	44.5091	42.9158	41.1958	40.7423	42.2028	38.798	47.1757	49.985	41.0012	38.6185	100.0	39.7259	38.7206	38.928	41.3489	40.496	38.1939	46.4288	38.6433	37.8821	40.6333	37.0521	39.4832	44.2837	37.5236	43.5015	33.858	35.1666	44.0574	42.2083	45.747	42.1952	41.8345	43.3553	41.8006	41.1063	42.8594	42.6987	42.5018	38.911	41.9901	43.2572	22.9954	37.1071	23.1101	39.1608	45.0616	43.4714	42.5528	37.1621	43.1324	45.3947	38.1573	39.5301	39.3129	39.5322	47.1071	43.2766	42.6891	33.8403	42.1051	44.7636	39.3079	41.3609	42.2084	41.7388	36.2483	46.2797	43.7217	40.177	41.8333	40.4013	42.3634	30.5579	39.3064	42.8733	38.1827	41.7669	43.5871	41.0681	40.8702	44.2827	44.3756	43.9232	45.3172	42.215	
3RGF_CMGC	42.0108	42.4094	36.4189	40.6053	13.5213	43.432	39.2664	44.7409	23.707	37.7512	42.2888	44.5695	37.0732	40.4179	34.6963	40.4339	38.3307	42.4326	39.2093	38.8563	37.4983	45.4059	38.8117	34.4739	43.4741	37.8385	37.8659	40.9527	36.7456	30.8031	29.2415	37.2465	37.54	39.9302	40.1387	39.211	46.6361	45.8151	44.9185	42.4526	41.8115	40.5713	40.3229	40.829	39.9456	46.2449	38.2526	41.9457	42.73	36.8771	47.1314	46.9197	47.2003	46.5068	39.5356	43.3491	41.4317	47.105	39.7259	100.0	47.1326	47.0564	47.2907	48.0123	44.7385	43.93	47.5762	45.0529	33.9048	33.1523	35.1237	40.9463	33.8791	41.9606	31.9112	29.3889	41.6821	39.537	44.384	38.3801	38.9898	37.4517	35.9533	39.2137	40.986	42.066	41.7332	33.8449	35.2746	40.4446	32.5403	30.6191	30.179	36.7177	42.8352	39.0582	38.1056	32.749	39.4911	40.7813	33.8132	45.9749	33.0168	36.1515	40.9583	41.463	37.4773	28.668	33.7413	40.4562	36.5472	38.5513	35.0349	39.4252	32.5506	41.4169	39.8168	32.7136	40.2777	38.5579	40.5953	38.1617	36.9068	35.9629	32.2394	35.2684	36.1712	40.2475	40.3904	38.7486	39.953	41.0451	44.3734	38.2242	
1UKH_CMGC	42.9738	43.1205	34.5464	39.4364	13.503	41.9035	37.7205	46.2393	24.44	37.5872	43.5169	47.0355	36.8698	41.8801	32.9357	38.0305	37.621	41.7484	40.7663	40.4834	38.7186	47.807	40.7015	34.0823	48.0199	38.1858	39.8168	44.8965	36.7585	31.2294	27.2743	38.0937	41.3379	41.8658	38.2778	41.0756	50.4735	45.2777	43.9906	41.8066	42.7241	40.8967	37.4732	40.0261	38.8882	47.2899	39.3282	46.2179	47.0171	36.1754	47.4116	49.2365	49.3917	47.8925	39.6787	42.3625	44.3525	58.4461	38.7206	47.1326	100.0	48.637	50.3911	44.7603	44.4884	45.0688	49.5914	45.4104	32.3887	32.888	35.754	40.1664	34.2732	42.0542	36.4595	30.3773	46.7069	44.7039	45.67	40.9145	41.4497	38.9462	37.1262	40.3437	44.3406	43.8904	42.904	33.9602	37.2066	41.7754	34.508	32.2989	32.7388	38.273	45.1574	40.6626	40.2784	34.246	38.9118	42.5334	36.4677	47.1979	34.208	37.767	41.2947	44.378	41.6283	30.2794	31.6059	39.1527	36.1939	41.7137	36.314	43.3829	35.3776	44.5667	40.7668	32.7298	41.9466	40.053	41.861	40.2143	39.9442	36.1987	33.283	37.8849	38.2823	42.4682	42.7857	41.8712	43.335	39.7269	46.112	38.7218	
1WBP_CMGC	47.666	48.036	33.4574	39.9786	17.0256	48.7241	35.9754	42.8255	30.4857	41.7281	46.4201	44.7778	41.0056	47.2956	31.0014	38.4783	33.128	37.6093	36.9265	36.104	38.8266	45.3326	43.0096	33.1175	42.6861	38.9702	35.4767	42.1537	31.6891	27.2608	25.3695	35.1476	38.8689	38.1306	37.4908	37.4758	49.4208	45.1334	43.5792	40.5086	41.694	37.8735	37.7872	38.6397	38.9945	46.2787	41.1548	45.1903	45.0944	33.7274	48.6663	51.555	50.6951	51.2611	38.0544	43.086	45.3123	50.4903	38.928	47.0564	48.637	100.0	51.3632	50.2759	52.5676	42.8488	51.3625	45.6972	30.7039	32.5113	30.8916	38.3494	29.9474	41.9405	28.5816	25.0208	42.2827	37.7868	43.6638	34.809	36.9746	34.9747	32.9902	35.5635	39.612	42.6734	41.0875	32.4155	32.8144	36.9132	40.7671	27.895	39.4477	34.8696	42.5751	36.6102	39.3497	29.4573	37.8724	39.5134	30.6108	43.6623	29.3765	31.715	39.0111	43.3065	38.4243	26.2906	29.3583	37.3758	33.1954	37.3097	32.6744	36.8971	28.3506	44.1706	37.4354	28.4178	38.0487	34.5083	36.0054	44.3741	34.9543	34.6986	27.8283	32.3213	32.5299	38.8382	39.1497	39.5002	41.0762	41.2869	46.3527	35.9531	
1WFC_CMGC	45.0147	44.8564	35.4159	38.8733	15.719	47.0037	35.709	46.4175	28.0629	42.937	47.2359	44.1615	43.9929	47.6468	31.8998	37.9262	35.4879	39.8108	36.8152	36.5702	37.7424	44.8912	41.7059	34.2555	44.2129	37.5064	36.4844	40.3217	33.6506	28.1264	26.3944	35.3534	37.4857	38.2535	39.8383	38.6806	48.7428	46.1851	44.7658	40.8867	41.2067	39.5486	39.7592	40.2105	39.165	47.7272	42.1519	43.1206	43.3866	37.5224	53.2113	56.2279	54.4347	54.6155	39.2636	44.9454	50.3637	54.334	41.3489	47.2907	50.3911	51.3632	100.0	49.7805	46.2702	47.1634	53.3483	49.3153	31.6037	31.5469	33.045	40.9744	31.788	41.3637	30.3352	27.3121	42.7597	38.6971	46.2071	38.7878	41.3378	35.189	33.1842	36.5868	43.7887	44.3947	41.4903	31.1506	34.5147	40.2324	38.9716	29.076	37.8011	35.9993	45.5517	38.8737	41.0279	31.031	40.3516	41.3383	34.0547	43.526	31.4083	33.9249	40.8547	44.1861	39.0452	26.8556	31.967	38.4747	36.16	37.7305	33.2431	39.9889	30.483	45.7239	38.2465	31.1498	39.5847	37.3258	38.2254	42.9038	35.4224	36.3718	29.986	34.529	35.3613	38.8965	39.1342	40.2577	42.0544	40.238	46.7212	37.7009	
1Z57_CMGC	46.8639	47.3289	39.172	42.8642	14.9087	49.3794	40.5313	47.9801	25.9077	38.1225	42.1929	46.6113	39.4092	44.6119	34.8494	42.272	37.4489	41.2717	38.5601	37.4964	41.4281	45.6107	46.4732	38.1431	43.2725	42.1396	39.1652	42.9663	36.6011	30.4823	28.6809	37.6613	41.7422	39.6062	44.0188	42.5975	48.3826	46.3378	46.0914	43.2204	46.6026	43.2034	42.498	42.9184	42.5455	46.1916	43.4231	43.5083	43.5499	38.9035	48.1076	51.0356	49.8202	48.9827	40.1933	45.1094	46.5894	48.0288	40.496	48.0123	44.7603	50.2759	49.7805	100.0	54.6457	44.8857	47.0969	50.4606	34.2459	36.5488	35.6867	40.9828	35.0905	46.4385	30.8515	29.0022	44.8194	41.5223	47.4699	38.2151	41.7043	37.8408	35.6771	39.6352	44.6799	43.1637	41.2923	33.3973	35.2921	40.4637	34.2565	30.9735	33.1164	37.8368	45.0259	39.7871	43.809	34.8054	41.641	44.0449	34.3172	43.2897	33.4948	35.1965	43.0358	46.4701	42.2407	30.6145	33.3068	41.7634	38.2722	41.5997	34.6545	41.1282	32.7645	45.3202	40.858	33.0878	42.7178	38.7381	38.8709	38.9074	38.9991	37.0321	31.9858	36.6071	36.2263	41.4885	41.7398	42.5772	44.1629	44.3219	45.8236	37.6138	
2EU9_CMGC	46.8535	47.5879	35.8615	40.2611	16.4615	45.968	38.8235	45.1022	29.5248	39.7903	42.9954	46.4286	39.6692	46.4627	31.9331	39.4457	31.1127	34.9806	36.6336	35.5585	38.7799	44.2283	43.9872	33.6936	42.05	38.8027	36.6556	40.5869	32.4813	27.2808	25.2807	35.2841	37.8099	35.5732	40.2765	38.9117	48.4254	43.5351	41.8871	39.5162	43.0733	39.6694	39.3037	40.2002	40.8155	42.1274	41.455	42.9231	42.7614	33.9366	46.7956	49.1799	47.6935	47.8445	37.5092	41.5586	43.1398	47.2513	38.1939	44.7385	44.4884	52.5676	46.2702	54.6457	100.0	42.2648	46.707	47.1529	31.6682	32.4118	31.7776	39.6116	31.9807	43.5124	26.9419	26.5415	41.7532	36.9859	43.408	34.6836	37.2694	34.0592	32.1337	36.041	40.1569	39.642	38.9623	30.2666	31.3144	36.7111	36.8426	28.0745	37.3633	36.3118	42.0274	37.1057	42.3265	30.9363	39.2724	41.7629	32.4951	40.526	30.5006	32.1924	38.4508	43.5655	39.771	27.8083	30.3713	38.6755	34.4971	39.3161	32.9888	35.6985	28.3851	42.9914	37.6684	29.7155	38.2356	35.3233	35.9031	41.3378	35.5554	35.3425	28.7379	32.8554	32.1365	38.8586	39.2219	39.0493	40.6154	42.0494	44.2949	35.6946	
2I6L_CMGC	41.0845	41.442	41.9301	43.6852	10.2651	45.285	40.899	46.6944	18.6732	30.2221	34.0112	41.1402	32.691	33.962	41.3091	45.5594	39.5808	41.3466	41.4508	41.64	44.0215	43.5589	41.5534	39.7784	47.212	44.5059	39.5592	44.4639	41.2337	35.2987	32.61	43.6982	42.4659	40.2992	46.0775	44.2232	47.9737	44.4563	46.2109	43.2897	42.6544	42.2842	42.5908	42.3251	42.1492	42.9637	40.4432	42.0618	42.9493	42.4104	46.2692	45.905	46.471	42.8477	43.8031	47.9368	42.3759	43.9713	46.4288	43.93	45.0688	42.8488	47.1634	44.8857	42.2648	100.0	43.6256	42.9546	40.3465	35.6673	41.2323	44.5042	40.1515	45.0295	34.9233	36.3993	45.9507	43.9017	46.9476	45.3086	45.6474	41.3474	40.2903	41.1352	47.3904	45.5605	46.3202	39.1003	40.6259	45.9482	26.2648	36.0719	25.7479	41.1712	46.0679	42.9458	43.3276	37.9597	41.3555	44.8323	38.3475	44.4024	39.1079	40.1631	43.7379	45.9533	41.4872	34.4592	39.507	43.8071	39.9841	43.0048	41.1904	44.1099	36.0688	44.0719	43.6874	40.0847	43.2194	40.7644	44.572	34.8067	41.0231	42.7993	38.1166	40.8575	42.1617	41.5917	41.7474	45.0337	45.2744	43.9728	46.6919	44.0337	
3COI_CMGC	47.5838	47.3089	35.9623	40.7324	16.6838	47.0699	36.7504	46.7274	30.195	43.0373	47.5347	46.8029	42.9179	46.4238	33.0361	40.2592	33.9028	38.507	35.3708	35.093	38.3512	46.2273	41.3173	32.5435	44.2366	37.9798	36.1009	40.9247	32.4599	29.1816	24.9472	34.1211	38.1738	38.2464	39.0031	38.7988	48.582	45.6322	43.7047	40.2697	41.2917	37.4275	39.2396	39.6493	39.0482	44.7796	43.9465	44.3204	44.6414	37.0626	53.8332	51.8372	47.6365	48.7431	38.0623	44.0772	46.6478	52.4447	38.6433	47.5762	49.5914	51.3625	53.3483	47.0969	46.707	43.6256	100.0	45.6136	30.9791	32.5833	32.0814	39.1194	30.2274	40.8253	29.1546	25.7154	41.5258	38.2712	45.4386	36.7504	40.9126	34.8866	33.2745	36.8167	41.8769	41.1759	40.0839	31.8263	33.0014	38.6767	41.086	28.8056	40.0289	36.8462	42.0963	38.0729	41.1129	31.7288	39.3606	39.8952	31.2702	43.6742	29.7698	33.121	39.1655	43.5465	39.4423	27.2026	30.6474	37.4198	35.0925	38.2613	32.8456	37.8268	28.6711	43.951	39.2582	29.6607	37.7086	35.4284	36.9062	45.799	33.7986	34.6309	28.8506	34.1469	33.8432	38.0861	38.352	39.2296	41.3211	40.5546	43.4327	36.443	
